epoch,train_loss,train_acc1,test_loss,test_acc1,test_acc5,gap_loss,lr,epoch_time_s,busy_frac,wait_time_s,peak_mem_mb,mb_sent,msgs_sent,recompute_micro,max_snapshots,bwd_overlap_minibatches,samples,cum_time_s
67,0.0797,97.899,1.54874,66.45,88.24,1.46903,0.013282285403621863,17.109,0.931|0.784,0.84|2.72,862.7|402.0,3120.0|3120.0,520|260,0|0,0|2,140,49920,1125.61
68,0.06709,98.189,1.54319,65.87,88.16,1.4761,0.013090169943749475,17.165,0.928|0.787,0.95|2.72,863.4|402.5,3120.0|3120.0,520|260,0|0,0|2,168,49920,1142.77
69,0.07374,97.999,1.56588,65.91,88.25,1.49215,0.012896785068234924,17.344,0.925|0.782,0.97|2.79,862.7|402.0,3120.0|3120.0,520|260,0|0,0|2,116,49920,1160.12
70,0.06445,98.327,1.55801,66.2,88.09,1.49356,0.012702210217947287,17.207,0.929|0.783,0.90|2.77,862.7|402.1,3120.0|3120.0,520|260,0|0,0|2,152,49920,1177.32
71,0.06649,98.227,1.56639,66.19,87.97,1.4999,0.012506525322587206,17.259,0.924|0.779,1.00|2.87,862.7|402.1,3120.0|3120.0,520|260,0|0,0|2,137,49920,1194.58
72,0.05625,98.612,1.52749,66.15,88.21,1.47124,0.012309810767852434,17.144,0.925|0.792,0.98|2.59,863.4|402.1,3120.0|3120.0,520|260,0|0,0|2,163,49920,1211.73
73,0.05702,98.56,1.49358,66.98,88.65,1.43655,0.012112147362416075,16.857,0.929|0.801,0.88|2.41,862.7|401.7,3120.0|3120.0,520|260,0|0,0|2,176,49920,1228.58
74,0.05428,98.66,1.51899,66.78,88.52,1.46471,0.011913616304731063,17.201,0.937|0.790,0.74|2.64,862.7|401.9,3120.0|3120.0,520|260,0|0,0|2,165,49920,1245.78
75,0.04764,98.816,1.47752,67.47,88.54,1.42988,0.011714299149674536,17.035,0.938|0.788,0.76|2.71,862.7|401.7,3120.0|3120.0,520|260,0|0,0|2,174,49920,1262.82
76,0.03621,99.197,1.47056,67.82,89.26,1.43435,0.011514277775045767,17.613,0.942|0.772,0.72|3.08,862.7|402.0,3120.0|3120.0,520|260,0|0,0|2,174,49920,1280.43
77,0.03235,99.321,1.44079,68.06,89.36,1.40844,0.011313634347931464,17.118,0.931|0.794,0.87|2.58,862.7|401.8,3120.0|3120.0,520|260,0|0,0|2,172,49920,1297.55
78,0.0285,99.399,1.42478,68.36,89.24,1.39627,0.011112451290952237,17.179,0.931|0.778,0.91|2.86,862.7|402.1,3120.0|3120.0,520|260,0|0,0|2,169,49920,1314.73
79,0.02471,99.521,1.41615,68.51,89.27,1.39145,0.010910811248404064,17.127,0.937|0.787,0.77|2.69,862.7|401.9,3120.0|3120.0,520|260,0|0,0|2,176,49920,1331.86
80,0.02443,99.537,1.42476,68.79,89.23,1.40033,0.01070879705230873,16.874,0.931|0.793,0.89|2.56,862.7|401.8,3120.0|3120.0,520|260,0|0,0|2,176,49920,1348.73
81,0.02447,99.543,1.4035,68.83,89.6,1.37903,0.010506491688387128,17.159,0.927|0.793,0.95|2.57,862.7|402.1,3120.0|3120.0,520|260,0|0,0|2,165,49920,1365.89
82,0.02268,99.591,1.39765,68.98,89.68,1.37497,0.010303978261969429,17.096,0.928|0.790,0.94|2.66,862.7|402.0,3120.0|3120.0,520|260,0|0,0|2,166,49920,1382.99
83,0.01948,99.647,1.36148,69.3,89.64,1.342,0.01010133996385611,17.021,0.933|0.794,0.85|2.57,862.7|401.7,3120.0|3120.0,520|260,0|0,0|2,158,49920,1400.01
84,0.01814,99.659,1.3953,69.1,89.4,1.37716,0.009898660036143894,17.15,0.930|0.781,0.90|2.79,863.4|402.2,3120.0|3120.0,520|260,0|0,0|2,175,49920,1417.16
85,0.01639,99.714,1.35731,69.63,89.76,1.34093,0.009696021738030575,16.996,0.934|0.793,0.81|2.62,862.7|402.1,3120.0|3120.0,520|260,0|0,0|2,175,49920,1434.15
86,0.01765,99.7,1.36847,69.2,89.76,1.35082,0.009493508311612874,17.188,0.929|0.790,0.89|2.63,862.7|402.1,3120.0|3120.0,520|260,0|0,0|2,174,49920,1451.34
