epoch,train_loss,train_acc1,test_loss,test_acc1,test_acc5,gap_loss,lr,epoch_time_s,busy_frac,wait_time_s,peak_mem_mb,mb_sent,msgs_sent,recompute_micro,max_snapshots,bwd_overlap_minibatches,samples,cum_time_s
16,1.32309,61.649,1.88875,50.02,79.83,0.56566,0.019795299412524944,16.23,0.914|0.759,1.17|3.31,1705.1|549.3,3120.0|3120.0,260|130,0|0,0|2,94,49920,259.96
17,1.24099,63.66,1.72036,53.26,82.84,0.47937,0.01975249042505174,16.292,0.907|0.744,1.33|3.54,1704.9|548.2,3120.0|3120.0,260|130,0|0,0|2,91,49920,276.25
18,1.18599,65.132,1.74443,52.92,82.56,0.55844,0.019705675197106018,16.219,0.913|0.758,1.18|3.30,1704.8|548.3,3120.0|3120.0,260|130,0|0,0|2,96,49920,292.47
19,1.07727,67.853,1.68204,54.46,83.61,0.60477,0.019654872959986937,15.901,0.945|0.682,0.69|4.51,1704.1|547.8,3120.0|3120.0,260|130,0|0,0|2,77,49920,308.37
20,1.01376,69.692,1.92823,51.71,80.84,0.91447,0.01960010458282326,16.575,0.908|0.760,1.32|3.37,1705.1|547.8,3120.0|3120.0,260|130,0|0,0|2,93,49920,324.95
21,0.98029,70.385,1.74838,54.33,83.0,0.7681,0.01954139256400049,16.32,0.918|0.762,1.16|3.21,1704.9|525.2,3120.0|3120.0,260|130,0|0,0|2,98,49920,341.27
22,0.91736,72.177,1.68041,56.42,84.06,0.76304,0.019478761021918728,16.691,0.923|0.752,1.10|3.48,1704.8|525.8,3120.0|3120.0,260|130,0|0,0|2,96,49920,357.96
23,0.86425,73.894,1.65914,56.15,84.24,0.7949,0.019412235685085034,16.254,0.919|0.755,1.10|3.37,1704.8|547.8,3120.0|3120.0,260|130,0|0,0|2,96,49920,374.21
24,0.79252,75.825,1.78773,55.12,82.46,0.9952,0.019341843881544373,16.197,0.919|0.729,1.14|3.79,1704.1|546.8,3120.0|3120.0,260|130,0|0,0|2,91,49920,390.41
25,0.74854,77.009,1.63919,57.65,84.82,0.89065,0.01926761452765349,16.701,0.913|0.742,1.25|3.70,1704.1|547.6,3120.0|3120.0,260|130,0|0,0|2,94,49920,407.11
26,0.68129,78.856,1.66085,57.71,84.88,0.97956,0.019189578116202307,16.188,0.931|0.673,0.90|4.74,1704.9|549.3,3120.0|3120.0,260|130,0|0,0|2,82,49920,423.3
27,0.67371,78.932,1.64601,58.47,84.96,0.9723,0.019107766703887762,16.672,0.918|0.752,1.19|3.48,1704.9|525.3,3120.0|3120.0,260|130,0|0,0|2,94,49920,439.97
28,0.63043,80.405,1.62998,58.8,85.76,0.99956,0.019022213898145176,16.36,0.926|0.764,1.03|3.27,1704.7|546.8,3120.0|3120.0,260|130,0|0,0|2,96,49920,456.33
29,0.57622,82.135,1.71276,56.94,84.5,1.13655,0.018932954843342592,16.279,0.921|0.760,1.05|3.28,1704.7|547.8,3120.0|3120.0,260|130,0|0,0|2,97,49920,472.61
30,0.50891,84.044,1.594,59.84,85.81,1.08509,0.01884002620634378,16.538,0.928|0.746,1.01|3.59,1705.1|547.8,3120.0|3120.0,260|130,0|0,0|2,93,49920,489.15
31,0.47282,85.178,1.62232,59.52,85.7,1.1495,0.018743466161445822,16.432,0.915|0.722,1.19|3.97,1704.9|547.3,3120.0|3120.0,260|130,0|0,0|2,89,49920,505.58
32,0.4281,86.623,1.64075,59.6,84.85,1.21264,0.01864331437469738,16.736,0.914|0.748,1.26|3.60,1705.1|525.3,3120.0|3120.0,260|130,0|0,0|2,94,49920,522.32
33,0.38796,88.059,1.69211,58.81,84.85,1.30415,0.018539611987604256,16.367,0.922|0.751,1.07|3.51,1704.9|547.8,3120.0|3120.0,260|130,0|0,0|2,93,49920,538.68
34,0.36491,88.942,1.71576,58.55,85.28,1.35085,0.018432401600228823,16.367,0.916|0.762,1.21|3.30,1705.1|548.3,3120.0|3120.0,260|130,0|0,0|2,96,49920,555.05
35,0.32545,90.028,1.66566,60.42,85.83,1.34021,0.01832172725369024,16.661,0.925|0.752,1.06|3.52,1704.8|526.0,3120.0|3120.0,260|130,0|0,0|2,94,49920,571.71
36,0.29379,90.931,1.6751,61.09,85.77,1.3813,0.018207634412072765,16.469,0.920|0.748,1.17|3.60,1704.8|549.3,3120.0|3120.0,260|130,0|0,0|2,95,49920,588.18
37,0.2861,91.22,1.63675,61.65,86.8,1.35065,0.018090169943749474,16.504,0.919|0.756,1.17|3.37,1704.8|525.3,3120.0|3120.0,260|130,0|0,0|2,94,49920,604.68
